DBFUUDUFLBBDLRBFFUFUUFFDFBLULDFDRBDRBRLLLDRLRRULRBUBRD	D2 B' L2 D  F2 D2 B2 F2 L2 B2 D2 U' L2 R' U2 F' R  F  D  L  U	21	4175	true
DFFUURDLBUBUDRDFLBBBLFFFFBRRUUDDFRLULRLLLUDBDLRFRBDRUB	B2 L  F' L  F' L' D' F2 U2 R2 F2 B  D2 R2 D2 F  L2 B  L2 D  B2	21	2203	true
BLDBUUULRUFFRRDLRFRFBDFFFDURRBBDBBBULLFRLLRDDLUDFBULUD	F' U  F2 R2 D' L2 B2 D  L2 U' F2 L2 U  B  F' R  B' U' F  L' D2	21	1213	true
FRUBULDDUFBRDRLBRUFFLFFLLFLDUULDDBBFDURRLRRUBBULFBBRDD	R2 U2 F  B  R  F' D' B' F2 R2 F2 D2 F2 L2 D' F2 D  B2 D2 B2	20	378	true
LBUUUDFRDFFFRRLUDBDBRUFFFDRLBBUDRLLRBFLLLRBBURLUUBDDFD	D2 R2 F2 D' R2 B2 D2 L2 B2 U2 L2 B' R' B2 U  L' F2 U  L2 R	20	219	true
FRLFUFLBBDDDDRLLUFUDRFFRBBBULDUDBRUDULFRLRBLLFURDBBRFU	R  B2 R  D2 B2 U2 L2 D2 R' D2 B2 L  F' L' R' F' U' L  U' F	20	334	true
RDBLUDRFFLRRRRURBLURUFFBURULUFLDULDDDBBDLLBUBDFFFBBFLD	U' B2 R2 B' D2 L2 F' L2 B2 D2 U2 R2 U2 R' D2 R' B  R  U  R  B'	21	721	true
FLFBUDUFDRBUURULBFLDBLFRRLBUUDDDRDRRRUBLLFFRBLDDFBBUFL	D2 R2 D  F2 D2 R2 B2 U' L2 R2 B2 R  F' D' U2 R  F' R' B  L'	20	500	true
FUUFUDRLBLLRBRUFRLBBDRFDFDLLRDLDFDFUULDFLBRUUBRRBBDBUF	D2 F  L2 F  U2 F' D2 B' D2 R2 F  R2 D  B2 D' R' D  F  R2 U  L	21	851	true
RBBUURRUFDDULRFRFUDFLDFDULDLBBUDLBULFBFRLFDLBRDURBBFRL	F' U' B' F2 U2 B2 R2 F  U2 R2 F' D2 R2 D2 L  R' F  U' F' L  D'	21	1192	true
UUDLURDLLBUBBRBUFLFFUBFULFRFRBRDDBRFRDRFLDDBDRLFLBUUDL	U  F2 D' U2 R2 F2 L2 F2 U  B' F  D  F2 U  R' F2 D  L  F2	19	1439	true
LFRBUUBLUFRBRRRBLBLULBFFFDRRRDUDDFDLFLDLLURFDUDDBBFUBU	D  B2 R' D2 U2 L' B2 L' D2 R' F2 R' B2 F' L  R' F' U2 L' F' D'	21	1638	true
ULLUUDDDBRRBDRRFLRFLUUFFLBUBRLRDFFBDRFRBLBLFUDUFUBLBDD	R' L2 U2 B2 U' F2 R  F  L  F2 U' R2 L2 U  L2 B2 D  F2 U' D  B	21	8047	true
ULLUUDDUUFRUURLRBDBRLLFFRBFFRDDDDLUBBBLRLDDFUBBRFBFRLF	U' L2 B2 L2 U' F2 U  L2 F2 D2 U' R2 B  D2 R2 F  L2 D2 F2	19	312	true
DDFUURBUFUFULRFURRLBRLFBUDBBBLBDDFFFRFDULULRRLLBDBRDLD	B2 D  R2 U2 F' R2 D2 B' F2 L2 D2 U2 F' D2 U  R2 B' L  F' U  B2	21	623	true
UDRDUFFFUBRDURDFDLDLRRFLULDFBRBDFDUURRLFLULRLBLFBBUBBB	U' L2 B2 D  L2 F2 D' U2 L2 R2 F  L2 D2 F2 D' B2 L' U2 R  F'	20	1098	true
UFURUURLLUBBRRUDBUDDFBFDRLFBFLFDRDFFBUFBLDLUDLDRLBLRRB	F2 L2 D2 R2 F2 D  R2 B2 U' F2 U2 R2 B' F' U' R  D' B' L' F' U	21	121	true
LRUDUBRRDRRLDRBDBLFFBUFFFRFRULLDLUUBBBUFLFRDDFDUUBLDLB	U  R  F  D  F2 U2 B2 U  L2 F2 D  F2 D' F2 B  U  L  R  D2 R  U'	21	1225	true
URULUBLFLURBDRUFFFDUFUFBDURRRUFDRLBDBDBLLLDDBLDRBBFRLF	R  D  L2 F2 D' R2 B2 F2 R2 U2 F2 R2 L' U' R2 U  B  D' F  L'	20	153	true
DLULUDDDRUBFBRUBFUBFBUFRFDRLRDDDRDUBFBLLLBFLURFRFBULRL	U' F  L2 U  L2 B2 D2 F2 U  L2 B2 D  B2 L  D  F2 U  B  D2 U' F	21	807	true
BFDUUDLBLUBRFRRBDUFRFUFURLUBFRBDLFDBLLDBLRRUDFDDFBLLRU	B  D  U2 R2 B' U2 B  L2 B' L2 D2 F' D2 U2 L  R' U' F' R' U2 F	21	707	true
DUULUFBRBRULDRLFRBUBUDFFFDLULDFDFDDDRULULBRLRFRBBBBLRF	L' B2 U2 F  L2 B  R2 D2 F2 D2 F2 R2 F' U' B2 F2 D  R' U2 F2 U2	21	1401	true
BLULUDRBLUBFFRRLFDDRFUFUDUULBBLDDBDLDBFLLRUDFRFRFBUBRR	B2 U  D  L' U' R2 F' D2 L  U2 D2 L  D2 L  U2 D2 F2 L  F2 U	20	145	true
FUDRUBUUUBRBLRFDDURRRFFDUDRLBFBDFDDLDFFLLULUBRLLLBBFRB	U' D2 F  R2 U2 F  D2 F  U2 F2 U2 L' U' L2 B  D  R' F2 L'	19	249	true
DFDFUBFLDLRRRRULBRLDFBFDRUUBFBLDDULBBDUULUFBDFRLLBRUFR	L2 U' L2 U' R2 D' B2 U' B2 F2 L2 U' L  F' D' R  B  D  U2 B2 L'	21	197	true
UBFBUULRBDLRFRUFFBDURLFLFFLRRDUDDUBLBDBRLDLFDULRBBDURF	R  U2 L2 B' U' R2 L' D' F  L2 U  L2 D2 R2 L2 D' F2 U' B2 L2 D2	21	698	true
FBLFUFRLLBRBRRDFUDFFUUFDRLUUDLRDRDUFRUUDLLBBBDLDFBBLBR	B' L2 U2 L2 F2 U2 R2 F' R2 U2 L' F' U2 L2 U2 R  D  B2	18	101	true
DRUBUDFRFRFBBRLDURUUDLFLUDLFBBFDFDRBRURLLUFRLLBBDBFUDL	D2 B  L2 D2 B' L2 F  D2 F' D  L  B  F  R  D  F  R2 F'	18	352	true
UDFLUFURBLLRURUDDRFBDBFFBLFRBLFDLBRFLULDLURRUUBBRBFDDD	L  F2 R2 D2 R2 B  R2 U2 R2 F  D2 R2 B2 L  F' L  F' U' R2 B' F2	21	1365	true
BLFDUBRUULDULRULRFURBFFDLFDDDFBDBFRDDRBULLRUBLBRLBFRFU	L  D2 U2 F2 U2 B' R2 F' U2 L2 F' U2 B  U  L' R2 B' U2 R' U'	20	278	true
LLDRUFRLRFRRLRDBBFUUUUFDDDLRFUBDRDUUDDBBLRFUBFFBBBLLFL	D  B' U2 B  F2 U2 B' R2 D2 R2 B  U2 R2 U' B  L' R' B  D  U2 B'	21	1419	true
LBURUDBUFDFFURDFRDDFLDFBRBUULLFDUDRLBFRLLLRLBRDURBUBBF	B2 D2 B2 D2 R' U2 R2 D2 F2 U2 F2 R  B' L  F  U  F  D  R2 D'	20	112	true
LURLURFULDFDBRLRBLRLBBFDBDBUFUBDLUUDUDDDLRFULBRFFBRFFR	L2 R2 B  D2 F2 U2 F  U2 R2 F2 L2 B' U' R' D2 L  R' U' B  F2 U'	21	208	true
LULBUBRDBLDULRLDLBUFDUFUUFRFLFBDBRFRFUBDLFURLBRDDBRDRF	D' F2 D2 L2 F2 U  B2 F2 U  F2 L2 B' D' L  R' U' B' U' F2	19	104	true
RURDULFFLBDBURBFLBURUDFFFFDLLRUDBFBDBRRDLBLRUULDUBFLRD	R2 U  R2 U' R2 D2 B2 F2 U' F2 D2 R  U' F2 L' B2 U  F  L2 U'	20	382	true
DRUFUBFRRFDRURFRBFDDUDFBBRDUBBRDLFUDBULFLLUFLBULDBLRLL	D  R2 L' B  R' D  F  U  F2 R  D2 F2 R' B2 R2 U2 L  B2 L' D2 B	21	626	true
RRUDUFBLFLUFRRBDDBUDUBFBBFFLRLDDFRUUDRLFLUDBDRUFLBLRLB	R' L2 F  L2 U  B2 L' U' R  D2 F' R2 F' U2 F' D2 R2 D2 B' R2 B'	21	1219	true
FRFBUDRRULBDDRUDDRUBBRFRRFLBUBDDLFUUDLBLLUUFDRFLBBFFLL	F' L2 U' R2 F2 R2 B2 D  R2 F2 D2 U' B2 R  F  R  B  D  R  F2 U2	21	396	true
FDLBUFULLDLDDRRRRULUBRFBRBDDRBBDDUULULBDLURUFFFRFBLFFB	D2 R' B2 D2 F2 U' R2 D' B2 R2 B2 D' U  L  B  R' D  R  B' R' F	21	1399	true
BFFBURLFUFBRRRLUBRFULBFDFUBRLLRDLRRDLDDFLUBFDUDDDBLBUU	F  U' L2 B2 F  U2 F2 L2 F' U2 L2 F2 L  B  U  R  U2 B  L2 D	20	1915	true
LBRFUDRBURLDDRLRULDLFDFFDRBLUURDFBBFDRFLLBLDFBUBUBFURU	U' L  U' F2 U' B2 D2 F2 D' L2 U2 F2 R2 B' D' B  U  R' B' L' R2	21	1630	true
UDFRUUUDLDRLURRLLRLRBLFLRUFUBUFDBRDDRFBULFFDBDLFBBFBBD	F  L2 U' D' B' L' B  U2 L  B2 U  R2 U2 D  B2 R2 L2 U  R2 D' L2	21	438	true
LLRRURURUFFDFRDRUFBULFFLUBULDFUDFRULDBRRLDFBBBBBLBDDLD	D2 F' U' L  B  D' L' D' F2 U' B2 U  R2 U2 F2 D' F2 R2 L2 B  D2	21	866	true
LRFBURBBFDDULRBRDDRRLFFDRBDFLBUDFFFLBUUULLDLULUUDBFBRR	B2 U2 R  B2 L' D2 L  B2 U2 R  F2 U2 B' U' L' F  L2 B2 R  F	20	80	true
ULUBUFDFBUDLLRFFBRBULRFULFDFLRRDDUDDRRLULURDDFBFRBBBLB	L2 B2 F' L2 F  D2 U2 L2 D2 B2 D2 U  L2 U' F  L' B  D  F2 R'	20	384	true
DBBDULRDUFFUURURDBFRLRFRRFFBUDBDFBUDLBUDLFLLDRRFLBLLBU	R2 F  B' D' B' U' L' F  R' U2 L' F2 B2 U2 R2 F2 L2 B2 R  D2	20	94	true
LBURUURDRULLRRFLBRDLBFFULLBFBDUDUFFDBBFRLLRFDFDURBDBDU	B2 F2 U' F2 U  R2 U' F2 L2 U  L2 U' R  B' F2 D  R' F2 U' B  D'	21	540	true
RBLFUFBLDRUBDRFLRURUBBFRLLFBBURDUDLFDLUBLUFFUDDFDBRRDL	L2 R2 B2 R2 U' L2 U2 R2 U' B2 L2 R' B' L  B2 U2 L2 D  B' R'	20	168	true
FFBFUURUDRBLFRUURLDFBLFDRLLUDFDDBLRDURFULBBBBULRLBRFDD	U' R2 D' R2 D  R2 D' B2 U2 R2 U' R2 L' B  D  U' F2 L  D2 U  B2	21	213	true
FLDDUFDFLBLLBRLDFULUURFUURRFUFLDDBRRURFDLFRDLBURBBBBBD	B2 R  F2 U2 F2 D2 F' L2 F  U2 F2 L2 R' U  L  B' R2 D  F2	19	297	true
RDBLULUFLFULBRFRRBFDDRFRLFFDLDUDDBLRFDLULFURBUBUUBBDBR	U  L2 U' B2 R2 D2 B2 D  F2 R2 F2 D2 L' D  B2 U' B  F2 R' F' U	21	804	true
BUDDUURFDFLLRRUDFLFDRDFURDFUBLLDRLBUDLUBLRFFBBBRFBLBRU	F  R  D' B  D  B' U2 L  U' R2 L2 B2 D  R2 F2 R2 U  L2 U2 B2	20	218	true
RUFBULLBUFDRDRUUBBDLLRFRDBRFRBLDDLFLBUBDLUDFRULDFBFURF	B2 R2 U' L2 U  F2 D  F2 R2 U' B2 F2 L  D  B  D  F  R2 U' L2 B2	21	446	true
URBLUDRDFLBRLRUBRDFLUUFBDUDLBLUDBURRLFUDLLRFFDFBRBFFDB	L2 U  F2 R' D' B  R  D  R' F  U2 R2 F  R2 F  R2 F  L2 D2 F	20	1222	true
RBFUUDFLLBLRLRFFRBLFUUFBUFDBDRDDDLFDBRUULLDBRURDUBBLRF	B2 R  D2 R' F2 D2 L  R2 D2 B2 F2 R' U' L' R  U2 L  F  L2 F  D	21	631	true
UFRDUURUFDLUFRRRDFBRLLFUUUBLBURDFBLDFBDDLBDBBFLLFBRRDL	F  L' B2 U2 F2 D2 L2 B2 R  B2 R  U2 B2 U' F  D  F2 R' D' R2 B	21	386	true
BLURULBBDLULRRUBFRULFBFFFRRUDDDDULUFRBLDLDBFRFFURBLDBD	R2 B2 L2 D2 U  B2 L2 U  F2 L2 D2 B  U  B2 F  L' F  L' D' U'	20	207	true
UFDUUDBLLBBRRRDFDDLBUDFBFURDLURDFRUBFFDULLBFLFLLRBRRBU	R2 B' L  U' D  R  F  R  F2 B2 L2 B2 U  R2 U' R2 L2 U' B2 R2 B	21	356	true
BLDRUUBURFLLFRDRRFDFUUFRRFBDDUUDDUBLUBRBLRLBFBFLLBLDDF	R2 D2 B2 D  R2 B2 U  L2 R2 D  R  F  U  B2 F  D  R' B2 R  B	20	2058	true
RDLBUULFDRRUDRDFRLFLBDFFFLDUBRFDFLBBURDLLBFURBLBRBUDUU	U2 L2 D' U2 F2 L2 U2 F2 L2 D' B2 R  U2 L  B' L  D' B2 U2 L' R	21	1361	true
RDLBURFFRBBBLRFLDFULDBFUBLFUBUUDRFFDUDRFLULRLDLBUBDRRD	L2 D2 L2 D2 B' D2 L2 B' U2 B' R2 D  L' F' R2 U  L' R  U' B2	20	181	true
RDBRUFRLBRRDFRRFBBDFULFDLLRUBUBDDDFLBBFDLUFUFLLDUBRUUL	F2 U2 L2 D  R2 D' F2 D  L2 U  L2 R  U2 L2 B' F2 U' R  D2 F' D'	21	630	true
FLLFUBUBFLUDURLLDRLLUFFLRUBURDBDRDFURUBDLDBRBFFDDBBFRR	F  D2 R' D2 F' B' U  R' U2 F2 U2 B' L2 B  U2 L2 B2 L2 F' U2 D	21	686	true
FFRUULRLRFDBDRUBRBDBUUFBFBRDRDLDDUDDLBFRLLBFLURUFBULFL	D  L2 F' D  B2 F2 L2 R2 D  F2 D' U  B2 U' F' R2 D2 R  D  B2 F2	21	1766	true
DULRULUUFLBBBRDRRULFUDFUBDUDBFLDFRURLBBDLFFFRDLFRBLBRD	F' L2 D' F  U  D  B  R' L2 B2 D' B2 L2 B2 R2 D' L2 U2 R2 B2	20	215	true
BFRRUBLRFDLUURBRLUUBLUFRLFDDUBLDFFDRUFFULBDDBFDLDBLBRR	F  B  L  U  B' D  L  D  F' U2 B2 D2 L2 D  R2 U' L2 U2 R2 F2 L2	21	497	true
DLFUURDLRUDDBRULUURFBDFDBDULLBRDRUFFLBBULFLBDRBFLBFRRF	D2 R2 F' D2 B  F2 L2 F  R2 F' L2 U  R  D' B  F  R  B2 R  U' R'	21	1842	true
RDLBUDUBULFBURDBURFRBRFBDDULRRUDFFFFBLLFLURLFDLDBBLDRU	R  B' D' L  F' L' U2 F  U  L2 U2 R2 U' F2 U' B2 R2 D' F2 D  L	21	532	true
RBBFURRULUDRBRDDBLURFUFUBLLUFBDDRUDDDRBULLFBLDLFLBFFFR	L2 R2 B2 R2 U  R2 U  B2 L2 D2 B2 D' L' F2 U  F' U' L2 R  D  B2	21	420	true
URDBUFLDBURLBRLFLFFRLFFUURDBBRLDUDUURDDLLDBDRBUFFBBLFR	R' B  U2 R2 F2 D  L2 D  F2 R2 D2 L2 D  F2 R' F  R2 D' B2 U2 F'	21	1257	true
RBRLULRBLBBUDRRDLFDRURFBDDLLFBUDFRFUUUFDLFDRFFUBDBLLUB	U' R' L2 U  F  L' B' R2 U' F  U2 F  L2 D2 F' R2 F' L2 D2 L2	20	743	true
DFBUUFBFBRRLFRUFRFDDULFLRDUDRLDDURLLBLRBLDUBFUULBBRDBF	F2 U' L2 D  F2 D  R2 F2 U2 F2 U' L2 B' U  R' B  L' D  U2 L  B'	21	215	true
DRLRULLFDFFBRRLRRUUDRLFBUUDLBBFDUULFLFFBLBRUBDDFUBDRDB	R' D  R' B' R' F  L' U  B2 L  F2 U2 F2 R' F2 R2 F2 R' F2 L	20	322	true
BDFFUDLBFDBDBRUDFLULLFFRUULRLBRDUUDUDDFFLLRUFRRRBBRBLB	B2 L2 R' D2 F2 L  B2 F2 R' B2 L' U2 B  D2 U  R' B  F' D' U2 F2	21	356	true
URRDUBFBDBRDDRURBFRULFFRUBUBLFFDDLFULLDLLRDLRBUBFBULDF	F' R' L2 U2 F  L2 R2 U2 L2 F2 R2 F' U2 F' U  R' D2 U' B2 D  F'	21	550	true
FRBUUBFBDBURBRLBLUDRLDFDFFLLDUUDFRLRURLULRFFUDFRBBLBDD	D' B2 U' R2 U  B2 D  B2 U  B2 R2 U' R  U  B2 F2 L  B  R' F2	20	84	true
FURBULRFUFUDBRBLDDFLLRFRRFUUUBFDLBFRDUULLDDRBBRLDBBFDL	F  U2 R2 F' U' D  B  U2 B2 U2 B2 R' F2 U2 L2 D2 B2 R  B  U2 R	21	5687	true
BDLFUDLLLBFFBRRRFDFBULFUURFBUDDDRUBLDUDFLUFRRULRBBLBDR	F' R2 D' R' U' R' B  U2 R  B2 R  L  D2 L' F2 L' U2 D2 R  B  L2	21	844	true
DBULUDLBLBFRFRURURURUBFLDUDLLBDDFDBUBDFFLDRRFBLLRBRFUF	L' F2 D2 R' B2 F2 D2 L  B2 L2 B2 L2 F  D' B' L  D' U2 F2 R  U'	21	341	true
DUULUDLLFRBLFRBBLRFDDUFDBFLDUURDBBRUBFDULLUFRFBLRBRFDR	B2 D2 L2 B2 R2 U2 L2 U  F2 D2 R  D' F  L  R' U  B2 R' B  F2	20	882	true
ULFRUFFDDRULRRLRRLLBBDFURDFFFDUDFUBBBBUFLRBLUDBRDBLDUL	L2 D2 U2 F' R2 F  L2 R2 B' D2 F' L2 D  L' U2 R2 D' U2 L' R	20	456	true
URFUULBDLDUULRBDBUDFBBFFUFRRRFLDLDURLRRDLUFDFLDBRBBBFL	D  U2 B' U2 B2 R2 F  R2 B  U2 L2 U2 D' L  B2 D' F  L2 U' B	20	256	true
BBRFUUFBRDBDDRLDULUDFBFRRRLUUBFDLFLDUURRLRUDBBLLDBFFFL	L2 F' B  D2 R  B' D  L' F' D' B2 U  F2 L2 U2 R2 D' B2 U  R2	20	911	true
RFBUUUUBLDBUFRBDRFLLBDFUURBFBRDDDDRDFLBULLFFLRLUDBRRFL	F2 U  B2 R2 D2 R2 U2 F' R2 B  D2 R2 F' D  U' R' D' L' U  L	20	346	true
RUFFULBLBDUUDRRFDDLFRRFFBLRUDULDRBBFDUDDLUUBLLBFFBBLRR	U  R  U2 R2 B' R  F  U2 R  F2 B2 U  F2 U' D2 L2 U  F2 D' B2 R2	21	382	true
RBUFUDBBURFBLRRURDLDFRFDULLBBFFDUFRBDLDULBLURLUFDBLRFD	B2 R' U2 B2 R  D2 R' B2 F2 R' U2 R2 B' D  U  L  U  F2 R  F' D2	21	298	true
URDDUFLFUFURURRUBLDRLLFBBDRULBDDDDUDRFBFLBBRLFUFBBLFLR	R2 U' F2 R2 U2 R2 D' R2 D  B2 D  B  F  L  F  D  R2 U' L' U' L2	21	2076	true
FLLBULRRDLDBRRLUDRUUFBFFLLBUFLDDFUUDRUBDLRFBFDBDUBRBFR	L2 D2 R2 F2 U' F2 R2 U  F2 D  B2 F' D2 L' B2 R  U2 F  L' D	20	584	true
BRURUDRFLFBRURDFFDFRDUFRFUDLLRLDLUUBLDUDLBBBUBBDFBLRFL	U' F2 L' D  F' U  B  F2 U2 B2 L2 D  R2 U2 D  L2 D' L  F'	19	560	true
DDLLUULFUBRFBRFBDRDRRFFDBRLDBUBDRRFFLUBLLLUURULFDBBDUF	R' B2 F2 L2 R2 D' L2 U' B2 D2 F2 L2 B' D  B  D  L' B  L  R  D	21	1227	true
LBLRULRBFLDDURFDUUFRURFLRDBDRRDDBBFBDUUFLFUBFFLBDBULLR	R  D' L' D  B2 U  L2 D2 R2 B2 L2 B2 D2 B  F' R2 U' B' R' B2	20	1594	true
RFRLURDUULBBURBRLLLLBLFBDFUFRFDDDLUFBFFRLBBRRUDDDBUUFD	F  U2 R2 U  R2 B2 F2 D  L2 F2 U2 L2 F2 R  B2 D  R' F  D2 U' F	21	514	true
FLRDURFUUBFDRRDRBUULRUFUUBFFLDBDRBFBDBRDLFDULBFLRBLLDL	F  U2 R2 B' L2 F' U2 F2 R2 B2 R2 L' U' B2 U2 B' D' R' F2 D	20	378	true
UUURULDDLDBLBRRBFDFLBBFRDUURFRUDDFFFLDRULDRLBFRBFBBLLU	B' D' R2 U  R2 F2 U' B2 L2 U  R2 B2 L' D' F' L2 F  L  F2	19	694	true
FDRFUDFBDBFFBRBBRULRLUFDRBUFLRFDDRRBDUUULRDLUDLLUBLLFB	R2 F2 D2 L2 U2 R2 B2 U' B2 D  B2 U2 R' F2 D' F  L' U  R2 B2	20	117	true
RBFFUBFFBUDDDRLRRULRLFFLBBDLRBLDULDRFDUBLUDFDRLUUBUBRF	L2 F2 L2 U' R2 D' L2 U  F2 D  R2 U2 B  R  D' F2 U' L  F2 D2 F'	21	242	true
DLBDUUURBDFUURRRDRFURBFBFBUDDFRDFUUFBRLFLLBFLRDLBBLDLL	U2 L' U' L2 U' F2 D  L2 U' R2 B2 U  L2 U2 B' D  R  D' R  F  D	21	653	true
BLFUUDLDRFLULRRDRRFBUFFUBRBRFRUDUDFFUFDRLLLBULBLDBBDDB	R' F  L2 F' L' F2 B2 D  R  L  U2 F2 U2 R' D2 L' B2 L  U2 L'	20	340	true
UDLDUBUURBDFLRRLDFBBDFFBFLUDFBRDLBLDRRRFLUDULUFFBBRRUL	B' R2 F2 U  F2 L2 B2 U2 F2 U  R2 D' B' R' B2 F  D' B' R' B2	20	752	true
FRLLURDLRBFDLRDUUBFUDFFBBBFLURFDFRDLLDRULDBLDFBUBBRURU	U2 L' F2 B  L  F  D  R' F  U2 F2 B2 L2 D2 F2 R  F2 R  L2 B2 L	21	1382	true
RLUFULUFBLDRURFRRDFUDRFBBDFUBDBDUFLFBRLBLDRLLBUDDBRLFU	L  U  R2 B2 R2 F2 D  L2 D  L2 U' B2 D2 L  D2 F' R' U  B  R2 U	21	343	true
LRRDULLLLBBBLRBUBDUFULFDFFFRURFDUDFBDBFRLUFRDUUBRBDRDL	U  R' L2 B' R2 B' L2 D2 R2 F' D2 R2 B' U' F2 U' B  R  U  B' U2	21	2908	true
RLUDUUBBBLFFDRRDULRDDLFFFLBLBRUDBFBUDRUFLFLLURDFUBRBRD	F  U' D  F' R' U' F' L' D' F2 D2 B' R2 U2 F' D2 F2 D2 R2 F' L2	21	1034	true
BLRRULLRULBFURFBFBFBBFFLUFURURUDLFRDDUDDLDUBFDDRRBBLDL	U  B' R  F  U' F2 B  L  B' D2 L  F2 R2 U2 L  U2 B2 R' B2 L' D2	21	915	true
RRDFUURDRUFBLRDUUDFLBDFBLLLBUFRDBFDLDRULLFLBURUFRBFBBD	D  F2 R  F2 B' R  B' R2 B' U  B2 D2 R2 U' L2 D  L2 D' R2 B2 U'	21	739	true
DURDUUFLBDRUFRBFDLDFRLFDBBDRRRDDLUFUBBLLLULRUFFLUBBBRF	B2 D  R  U2 B2 U  R2 F  L2 U2 B2 U2 L' B2 R' D2 R  U2 L' D2	20	726	true
LRUFUUURRBFBURDFLLRDDLFRUBDBURRDDDBDULFFLULFRLBFBBDFLB	R' B' D  F2 R2 U  L2 U' B2 R2 F2 U  F2 D' R' F  U2 L  D' B' F'	21	245	true
BFLFUBFDBRRUFRBDUURFUDFUBDFDBLLDBFLLLLDULRRURBRDLBRFDU	F2 D2 L  U2 F2 L  D2 L  B2 L2 F2 U2 D  R  F  U  L2 R' B2 U' B	21	407	true
FBDFUDRLRULLURUUUBFFBRFRLDLBBFRDLLBRRDUBLDDFUBRDFBUDLF	U' B' U' B2 F2 L2 U  L2 F2 D' B2 F2 D' F' R  D' L' D  B  L  R	21	2493	true
DRLRUDULFDLFURLLBRBULBFFUFBLRDLDRRFDFURULDUBBUDRFBBBDF	D2 L  F' B  R' F' U' F  L' F2 R  B2 R  F2 R' F2 R  F2 L  F2	20	99	true
